"golden","state","num_trusted_judgment","birthplace","date_of_birth","race_ethnicity","religion","sexual_orientation","year_of_award","award","bio_url","movie","person"
"FALSE","finalized","3","Los Angeles, Ca","1972-09-27T00:00:00.000Z","White","Jewish","Straight","1999","Best Actress","http://www.nndb.com/people/592/000023523/","Shakespeare in Love","Gwyneth Paltrow"
"FALSE","finalized","3","Malden, Ma","1907-06-16T00:00:00.000Z","White","Na","Na","1969","Best Supporting Actor","http://www.nndb.com/people/559/000049412/","The Subject Was Roses","Jack Albertson"
"FALSE","finalized","3","Woodlawn, Md","1967-12-11T00:00:00.000Z","Black","Na","Straight","2010","Best Supporting Actress","http://www.nndb.com/people/836/000131443/","Precious","Mo'Nique"
"FALSE","finalized","3","La Jolla, Ca","1959-08-14T00:00:00.000Z","White","Na","Straight","2001","Best Supporting Actress","http://www.nndb.com/people/641/000025566/","Pollock","Marcia Gay Harden"
"FALSE","finalized","3","Ilford, Essex, England","1934-12-28T00:00:00.000Z","White","Na","Straight","1970","Best Actress","http://www.nndb.com/people/260/000030170/","The Prime of Miss Jean Brodie","Maggie Smith"
"FALSE","finalized","3","London, England","1971-03-07T00:00:00.000Z","White","Jewish","Straight","2006","Best Supporting Actress","http://www.nndb.com/people/309/000032213/","The Constant Gardener","Rachel Weisz"
"FALSE","finalized","3","Manchester, England","1956-10-20T00:00:00.000Z","White","Roman Catholic","Straight","2009","Best Director","http://www.nndb.com/people/887/000044755/","Slumdog Millionaire","Danny Boyle"
"FALSE","finalized","3","Chicago, Il","1922-07-26T00:00:00.000Z","White","Na","Straight","1977","Best Supporting Actor","http://www.nndb.com/people/224/000032128/","All the President's Men","Jason Robards"
"FALSE","finalized","3","Laurel, Ne","1928-08-31T00:00:00.000Z","White","Na","Straight","1999","Best Supporting Actor","http://www.nndb.com/people/764/000022698/","Affliction","James Coburn"
"FALSE","finalized","3","Nevada, Mo","1906-08-05T00:00:00.000Z","White","Na","Straight","1949","Best Director","http://www.nndb.com/people/704/000024632/","The Treasure of the Sierra Madre","John Huston"
